"Cocunut","Mortgage_YN","AGE_AT_ORIGINATION","AGE","YEARS_WITH_BANK","MARTIAL_STATUS","EDUCATION","EMPLOYMENT","GENDER","CUST_INCOME","CURRENT_ADDRESS_DATE","CURRENT_JOB_DATE","CURRENT_WITH_BANK_DATE","CURRENT_BALANCE_EUR","YEARS_WITH_CURRENT_JOB"
1,"Y",50,52,13,"M","HGH","PVE","M",909.5013077,1979-04-18,2010-01-01,2004-03-16,7648.350692,13.5468856947296
9,"Y",48,49,11,"M","HGH","SFE","M",288.4615385,1999-12-16,2004-01-20,2005-11-07,30189.90492,19.4962354551677
11,"Y",53,55,14,"M","BCR","STE","M",1280.528692,2005-06-28,1990-09-01,2003-06-25,50553.17454,32.8815879534565
12,"Y",64,66,10,"M","BCR","OTH","F",620.9597692,2000-12-22,9999-10-01,2006-12-21,15907.28338,15.8110882956879
18,"Y",46,47,9,"S","MAS","PVE","F",2239.853846,2009-08-01,2013-12-24,2007-08-07,27916.19262,9.56878850102669
19,"Y",34,35,10,"M","BCR","STE","F",1016.004308,9999-10-01,2006-08-01,2006-08-02,26571.472,16.9664613278576
21,"Y",51,53,10,"M","HGH","STE","F",458.6092308,1992-12-31,1984-12-13,2006-10-27,21949.504,38.5982203969884
24,"Y",56,58,10,"M","HGH","PVE","F",615.3846154,1998-03-31,2005-09-20,2007-06-27,50387.55885,17.8288843258042
29,"Y",46,47,14,"M","BCR","PVE","M",744.0076154,2007-09-01,2010-04-08,2002-11-16,8731.948923,13.2813141683778
33,"Y",45,46,12,"M","HGH","PVE","M",473.818,2007-11-27,1991-10-01,2004-11-24,16084.14246,31.8001368925394
34,"Y",38,40,9,"S","HGH","PVE","F",538.6294615,2007-10-17,2006-06-12,2008-01-29,13118.73962,17.1033538672142
35,"Y",48,50,11,"M","HGH","STE","M",402.4476923,1997-09-01,1992-07-01,2006-04-28,28063.85915,31.0499657768652
37,"Y",56,57,14,"D","HGH","PVE","F",626.3546923,2005-05-30,2002-11-18,2002-11-27,6084.600692,20.6680355920602
43,"Y",36,39,12,"M","BCR","PVE","M",932.7886923,2009-09-01,2004-08-01,2004-08-19,55190.07408,18.9650924024641
45,"Y",39,41,11,"M","BCR","PVE","F",872.7253846,2009-06-20,2005-08-01,2005-08-01,29008.47846,17.9657768651608
47,"Y",42,43,12,"M","BCR","PVE","M",7504.292308,1999-02-01,2008-06-27,2005-02-25,35649.95146,15.0609171800137
52,"Y",50,51,13,"M","BCR","PVE","M",808.4407692,9999-10-01,2009-09-01,2004-04-21,133846.7488,13.8809034907598
55,"Y",42,43,11,"S","BCR","STE","F",630.0923077,2011-12-01,2005-07-01,2006-03-29,29114.93785,18.0506502395619
61,"Y",50,52,13,"M","HGH","PVE","M",1613.830769,2013-09-14,2003-10-27,2004-01-13,70111.68331,19.7289527720739
63,"Y",36,37,12,"D","BCR","PVE","M",1269.230769,1985-01-01,2013-11-25,2004-11-02,74363.16923,9.64818617385352
65,"Y",33,34,9,"M","BCR","PVE","F",614.856,2012-10-01,2011-01-01,2007-09-10,34679.577,12.5475701574264
70,"Y",36,37,12,"M","BCR","PVE","F",789.7998462,2004-06-01,2004-11-01,2004-11-18,12917.19269,18.7132101300479
78,"Y",36,36,15,"M","BCR","PVE","M",753.1601538,2013-08-01,2005-11-01,2002-01-11,30996.63531,17.7138945927447
81,"Y",39,40,12,"S","BCR","PVE","M",1953.8,1982-10-01,2008-08-15,2005-02-23,44597.80338,14.9267624914442
86,"Y",45,47,12,"M","HGH","PVE","M",300.4061538,1970-11-17,2012-01-20,2004-08-27,12803.372,11.4962354551677
89,"Y",41,42,3,"M","HGH","PVE","M",253.8461538,2007-05-01,2006-06-01,2014-05-21,73125.13531,17.1334702258727
91,"Y",31,33,10,"S","BCR","PVE","F",825.5689231,2014-09-22,2007-06-11,2007-06-12,18229.49185,16.1067761806982
95,"Y",46,47,12,"M","BCR","STE","F",1337.515385,2014-09-29,2010-01-01,2005-02-07,52200.47992,13.5468856947296
100,"Y",36,39,13,"S","HGH","SFE","M",461.5384615,2001-10-01,2004-07-04,2003-11-11,34586.96862,19.0417522245038
101,"Y",33,35,4,"M","BCR","STE","M",557.4923077,2014-01-01,2015-01-01,2013-06-26,30273.03015,8.54757015742642
107,"Y",35,37,14,"M","HGH","SFE","M",917.9615385,2009-07-25,2012-08-01,2003-03-25,16625.39208,10.9650924024641
112,"Y",53,55,3,"W","BCR","PVE","F",1206.007692,1992-02-10,2009-11-02,2013-11-26,54246.125,13.7111567419576
113,"Y",29,31,9,"M","HGH","PVE","M",332.1391538,2014-08-02,2012-04-18,2008-04-22,20775.743,11.2525667351129
114,"Y",59,61,15,"M","BCR","PVE","M",1116.528154,2012-09-15,2012-07-01,2002-02-04,19312.91954,11.0499657768652
117,"Y",46,48,6,"D","BCR","STE","M",660.8538462,1969-03-30,1991-01-01,2011-01-21,9480.442308,32.5475701574264
118,"Y",58,61,12,"M","HGH","STE","F",309.8846154,1992-05-01,1978-08-07,2004-10-29,10386.03354,44.9500342231348
125,"Y",56,58,15,"M","HGH","PVE","M",7180.962385,2012-11-01,2011-11-01,2002-04-02,20530.18638,11.7152635181383
128,"Y",36,38,4,"S","BCR","STE","F",314.9866923,2014-11-11,2013-03-30,2012-08-16,25833.65585,10.3052703627652
131,"Y",28,30,3,"S","MAS","PVE","M",366.5384615,2009-09-01,2013-09-28,2013-10-23,19714.48446,9.80698151950719
132,"Y",28,31,11,"M","HGH","PVE","M",596.9846154,1986-11-13,2007-01-22,2006-02-07,37383.845,16.4900752908966
133,"Y",39,42,9,"M","BCR","PVE","M",1872.1,2008-11-01,2012-11-01,2007-11-07,73893.34408,10.7132101300479
137,"Y",39,42,12,"M","HGH","PVE","F",546.9762308,1998-04-25,2007-07-14,2005-06-24,22658.96577,16.0164271047228
140,"Y",35,37,12,"D","BCR","PVE","M",1388.492308,2012-02-01,2011-07-01,2005-03-29,29896.83654,12.0520191649555
141,"Y",36,38,2,"M","HGH","PVE","M",207.6923077,2005-09-10,2007-03-01,2014-09-08,10171.71269,16.3860369609856
146,"Y",30,32,3,"M","HGH","STE","F",241.0461538,2011-01-01,2013-09-02,2013-11-11,14170.29023,9.87816563997262
157,"Y",58,60,13,"M","BCR","STE","M",625.4153846,1957-03-05,1980-06-05,2004-03-18,11342.84123,43.1211498973306
158,"Y",29,31,2,"S","MAS","PVE","F",357.4139231,2010-11-20,2010-12-01,2015-01-22,22037.05454,12.6324435318275
160,"Y",45,47,11,"M","SEC","PVE","M",683.5412308,2010-05-01,2006-04-18,2006-05-23,21211.79338,17.2539356605065
163,"Y",37,38,11,"M","HGH","PVE","M",425.1281538,2010-10-01,2011-05-01,2006-05-25,22909.96992,12.2190280629706
165,"Y",52,55,8,"M","PHD","STE","M",833.8076923,1994-04-01,2013-02-25,2009-06-08,32809.39992,10.3956194387406
166,"Y",43,45,15,"M","PHD","STE","M",999.0010769,2000-06-01,2014-06-02,2002-01-08,24141.49523,9.13073237508556
175,"Y",28,30,2,"S","HGH","PVE","M",401.3,2005-01-01,2008-05-12,2015-02-13,30546.98031,15.1868583162218
176,"Y",39,41,8,"M","BCR","PVE","M",287.7407692,2013-11-01,2004-07-01,2008-07-16,22007.08831,19.0499657768652
180,"Y",51,53,4,"W","BCR","STE","F",324.808,2013-12-21,1993-08-01,2013-06-15,26043.77969,29.9657768651608
182,"Y",40,42,13,"M","MAS","PVE","M",2033.923077,2007-05-01,2012-12-01,2004-05-26,135693.1177,10.631074606434
183,"Y",45,48,13,"S","BCR","STE","F",347.1484615,2014-01-01,2006-09-01,2003-11-18,14327.86177,16.8815879534565
184,"Y",43,45,13,"W","BCR","STE","F",320.6411538,2015-02-15,2004-11-02,2004-06-22,11650.35777,18.7104722792608
188,"Y",56,58,2,"M","HGH","RET","F",268.8047692,1980-01-01,9999-10-01,2015-02-10,10136.87685,15.8110882956879
189,"Y",49,51,15,"S","BCR","PVE","F",1469.823077,2013-01-01,2006-06-19,2002-03-13,23756.73715,17.0841889117043
192,"Y",32,34,2,"M","PHD","PVE","M",692.4692308,2014-07-08,2007-02-12,2015-03-09,19366.92131,16.4325804243669
208,"Y",22,24,2,"S","SEC","PVE","M",381.0196154,2014-10-01,2014-06-28,2015-03-10,21745.85223,9.05954825462012
210,"Y",34,36,11,"S","HGH","PVE","F",276.4923077,1981-03-09,2006-10-01,2006-02-24,22617.88654,16.7994524298426
211,"Y",29,31,2,"M","BCR","PVE","F",441.0923077,2001-01-01,2012-04-01,2014-11-20,36518.253,11.2991101984942
216,"Y",37,39,9,"S","BCR","PVE","M",699.4615385,1986-09-10,2011-11-14,2008-05-19,21501.54615,11.6796714579055
219,"Y",35,37,2,"M","BCR","STE","M",336.8111538,2011-07-02,2013-08-01,2015-03-11,31122.11838,9.96577686516085
220,"Y",46,47,11,"M","BCR","PVE","M",1179.479692,2015-06-01,2010-01-01,2005-07-13,36277.13023,13.5468856947296
225,"Y",39,41,15,"M","BCR","PVE","F",1174.461615,2007-01-01,2002-03-18,2002-03-22,84832.15715,21.3388090349076
228,"Y",33,35,2,"M","HGH","PVE","F",363.8417692,2014-06-01,2011-05-01,2015-03-16,24108.04254,12.2190280629706
231,"Y",35,37,12,"M","BCR","STE","F",946.8230769,2009-01-01,2005-06-01,2005-06-07,24186.30723,18.1327857631759
233,"Y",33,35,8,"M","HGH","PVE","F",463.1692308,2006-10-01,2011-01-01,2008-09-01,20793.11831,12.5475701574264
246,"Y",31,33,9,"S","BCR","PVE","F",6293.229385,1992-09-01,2010-08-01,2007-08-15,88270.537,12.9664613278576
249,"Y",46,48,15,"M","BCR","STE","M",1437.553846,2004-09-11,2004-11-10,2001-12-26,69276.38915,18.6885694729637
250,"Y",39,41,9,"M","BCR","PVE","M",916.2923077,2016-06-28,2013-02-01,2007-07-30,22648.00438,10.4613278576318
251,"Y",46,48,11,"M","BCR","PVE","F",651.4864615,1996-09-14,2006-03-20,2006-03-22,36292.95185,17.3333333333333
257,"Y",57,59,11,"M","HGH","PVE","M",346.1538462,1988-04-22,1989-08-11,2005-07-06,2454.940769,33.9383983572895
261,"Y",56,58,11,"M","HGH","PVE","F",323.7163846,2005-01-12,2001-11-01,2006-05-24,1857.557692,21.7138945927447
269,"Y",40,43,12,"S","MAS","OTH","M",709.4384615,9999-10-01,9999-10-01,2005-02-04,11586.56938,15.8110882956879
273,"Y",35,37,5,"S","BCR","PVE","F",1199.507692,2011-01-01,2013-04-22,2012-03-21,31443.91231,10.2422997946612
280,"Y",56,59,13,"M","BCR","STE","M",784.8176923,1991-06-01,2005-12-12,2003-07-21,6844.349154,17.6016427104723
282,"Y",42,44,12,"M","BCR","PVE","M",1531.315923,2008-01-01,2004-08-23,2004-10-21,0,18.9048596851472
291,"Y",59,61,10,"S","HGH","SFE","M",256.4102308,1998-08-03,2000-04-03,2006-11-15,13720.08577,23.2936344969199
299,"Y",45,47,13,"S","BCR","PVE","M",1869.337,2000-09-01,2003-10-01,2003-10-03,26562.85069,19.8001368925394
302,"Y",36,38,12,"M","BCR","STE","M",313.0769231,2000-07-21,1999-01-01,2005-03-07,2459.241923,24.5475701574264
303,"Y",36,38,11,"S","BCR","PVE","M",1816.169231,2015-03-01,2007-05-15,2006-01-28,7212.148846,16.1806981519507
307,"Y",37,39,13,"S","HGH","PVE","M",333.21,2006-09-01,2001-06-01,2003-12-11,3494.001692,22.1327857631759
308,"Y",40,42,14,"M","MAS","PVE","M",5561.223077,2010-06-01,2014-12-01,2003-02-08,24945.43046,8.63244353182752
309,"Y",60,62,15,"S","MAS","STE","F",430.6282308,1999-06-14,1986-12-02,2001-12-17,21350.94746,36.6297056810404
314,"Y",41,43,2,"M","HGH","STE","F",277.1538462,2016-01-01,2011-02-14,2014-11-13,19313.63954,12.4271047227926
316,"Y",45,47,12,"M","HGH","STE","M",556.7,2012-05-01,1989-06-01,2004-08-20,21176.47431,34.1327857631759
324,"Y",40,42,4,"S","BCR","STE","M",787.3307692,1994-11-01,2013-04-15,2013-05-28,27681.929,10.2614647501711
325,"Y",39,41,10,"M","BCR","STE","F",291.4384615,2003-12-15,1998-09-01,2006-08-31,7354.893615,24.8815879534565
326,"Y",50,52,13,"M","BCR","STE","F",281.0238462,1985-08-26,2001-10-02,2004-01-16,8076.471308,21.7960301163587
327,"Y",34,36,13,"S","HGH","PVE","M",563.1686923,1981-12-05,2007-05-01,2004-06-01,64683.09077,16.2190280629706
330,"Y",45,47,10,"M","BCR","STE","F",392.8846154,2006-12-08,2001-01-27,2006-07-10,0,22.4750171115674
331,"Y",27,29,2,"S","HGH","STE","M",675.5384615,1998-10-01,2010-10-25,2015-05-25,9199.850846,12.7337440109514
332,"Y",57,59,12,"M","BCR","RET","F",636.6776154,2003-10-18,9999-10-01,2004-12-27,15152.57346,15.8110882956879
340,"Y",46,48,12,"M","HGH","PVE","M",973.8516154,1981-11-29,2005-01-01,2005-01-24,61233.71162,18.5462012320329
342,"Y",42,44,2,"S","BCR","STE","F",353.5076923,2014-10-01,2010-09-01,2015-06-10,16354.25562,12.8815879534565
344,"Y",39,41,12,"M","BCR","PVE","M",1429.307692,2011-08-01,9999-10-01,2005-03-10,23233.15654,15.8110882956879
346,"Y",42,44,12,"S","MAS","STE","F",396.4455385,2015-06-01,2002-01-15,2004-10-29,28728.48392,21.5085557837098
350,"Y",41,43,11,"M","HGH","PVE","M",615.3846154,1974-10-26,2004-02-01,2006-02-07,35309.62638,19.4633812457221
359,"Y",44,46,5,"M","HGH","PVE","M",313.8076923,1971-08-09,2001-11-10,2011-09-02,24287.12008,21.6892539356605
363,"Y",33,34,11,"M","HGH","PVE","M",384.6153846,2010-05-01,2014-12-20,2006-06-23,35982.09092,8.58042436687201
367,"Y",34,36,11,"S","BCR","PVE","F",1179.061538,2008-12-01,2005-09-12,2005-09-21,40861.80731,17.8507871321013
371,"Y",41,43,12,"M","BCR","PVE","F",1734.161538,2005-01-01,2009-06-01,2005-06-16,36409.47254,14.1327857631759
372,"Y",44,46,9,"M","BCR","STE","M",428.4170769,2011-08-08,2001-07-20,2008-04-21,18171.312,21.9986310746064
373,"Y",36,38,7,"M","HGH","PVE","M",265.6,1979-12-02,2009-10-01,2009-12-30,15123.39354,13.7987679671458
374,"Y",49,51,15,"D","HGH","PVE","F",1671.969231,2015-07-24,2006-03-20,2001-11-17,35805.68508,17.3333333333333
376,"Y",32,34,9,"M","PRS","SFE","F",307.8384615,1983-11-07,2006-01-27,2007-07-13,37160.00285,17.4757015742642
387,"Y",36,38,11,"S","BCR","PVE","M",738.4615385,2005-03-24,2002-10-01,2006-02-04,92153.92008,20.7994524298426
388,"Y",48,50,11,"M","MAS","STE","M",362.7740769,1967-09-21,2005-02-21,2006-06-13,10783.13631,18.4065708418891
389,"Y",61,63,15,"M","BCR","RET","F",693.6522308,2007-09-14,9999-10-01,2002-01-25,5848.991769,15.8110882956879
400,"Y",27,29,1,"M","MAS","PVE","M",976.9307692,2015-08-16,2014-01-01,2015-07-14,53775.54192,9.54688569472964
407,"Y",45,47,11,"W","HGH","PVE","F",182.7193846,2008-07-25,2007-04-01,2005-07-13,9930.533077,16.3011635865845
408,"Y",57,59,10,"S","HGH","OTH","F",304.9334615,1998-01-27,9999-10-01,2007-04-20,9534.794692,15.8110882956879
414,"Y",44,46,1,"M","MAS","PVE","M",953.8538462,2015-03-01,2010-01-01,2015-07-29,67881.78792,13.5468856947296
422,"Y",51,53,14,"M","BCR","STE","M",791.5307692,1992-05-05,1992-08-03,2003-05-17,22609.46415,30.9596167008898
424,"Y",59,61,12,"M","BCR","STE","F",405.7512308,2008-10-01,2006-12-12,2004-08-24,5489.273462,16.6023271731691
425,"Y",40,42,12,"M","HGH","STE","F",310.0076923,2002-01-01,9999-10-01,2004-12-27,6892.041308,15.8110882956879
437,"Y",36,38,13,"M","HGH","SFE","M",865.6153846,2014-04-19,2006-10-19,2003-11-20,9128.994846,16.7501711156742
438,"Y",31,33,7,"M","HGH","PVE","F",256.4102308,2009-09-01,2013-10-01,2009-11-16,24038.43708,9.79876796714579
439,"Y",35,36,10,"M","MAS","PVE","M",2478.689077,2006-07-01,2011-03-14,2007-04-10,37145.46023,12.3504449007529
444,"Y",45,47,15,"M","BCR","SFE","M",1680.076923,2009-04-20,2014-06-27,2002-02-18,15074.24246,9.06228610540725
445,"Y",41,43,10,"M","BCR","SFE","M",982.3384615,2004-01-09,2014-03-07,2007-07-04,20869.52615,9.36892539356605
450,"Y",29,31,1,"M","HGH","STE","M",519.7692308,2012-05-05,2011-08-17,2015-07-27,17960.67654,11.9233401779603
451,"Y",40,41,9,"M","BCR","PVE","M",283.5211538,2004-08-20,2002-02-01,2007-07-09,1715.893,21.4620123203285
452,"Y",40,42,10,"M","HGH","PVE","M",683.2923077,1996-12-01,2009-09-01,2007-01-20,13994.48123,13.8809034907598
455,"Y",35,36,1,"M","BCR","PVE","M",961.5692308,1982-01-01,2008-04-15,2015-07-28,45116.89331,15.2607802874743
456,"Y",41,43,11,"M","HGH","PVE","F",216.0823077,2002-04-25,2016-06-22,2005-10-27,20882.46762,7.07460643394935
457,"Y",59,61,12,"D","HGH","PVE","F",604.7500769,1976-09-01,2004-09-06,2004-09-11,11134.71638,18.8665297741273
462,"Y",58,60,9,"M","BCR","STE","F",793.5976923,2004-10-05,2004-05-12,2007-11-02,30987.03808,19.1868583162218
466,"Y",42,44,12,"M","HGH","PVE","M",278.258,2000-01-01,1998-02-01,2005-04-19,5850.716077,25.4620123203285
470,"Y",43,44,12,"M","BCR","STE","M",916.8358462,2003-12-23,2006-06-01,2004-08-02,21503.21362,17.1334702258727
477,"Y",54,55,9,"M","HGH","RET","M",326.9923077,2007-04-17,9999-10-01,2007-10-01,19194.55138,15.8110882956879
481,"Y",45,46,11,"M","HGH","STE","F",227.0244615,1996-04-12,1998-01-01,2005-11-09,18509.36331,25.5468856947296
482,"Y",47,49,12,"M","BCR","STE","F",569.0889231,2002-03-26,2000-06-01,2004-12-02,43295.84846,23.1321013004791
483,"Y",46,48,13,"M","BCR","STE","M",452.1337692,1978-07-02,1993-06-07,2004-04-22,23639.65746,30.1163586584531
491,"Y",40,41,11,"S","PRS","PVE","F",721.8036923,2008-04-21,2010-01-01,2006-03-29,13299.87592,13.5468856947296
492,"Y",55,57,10,"M","BCR","STE","F",816.3286923,2005-09-07,1990-05-15,2006-09-04,20353.43946,33.1800136892539
494,"Y",30,32,7,"S","HGH","PVE","M",438.7538462,1985-04-11,2014-11-07,2009-10-09,32557.581,8.69815195071869
495,"Y",41,43,9,"M","SEC","PVE","M",120.125,2007-02-06,1996-03-01,2008-03-07,14964.04085,27.3839835728953
496,"Y",35,37,12,"S","BCR","SFE","M",1001.269231,2005-05-12,2011-08-01,2005-06-30,93940.94392,11.9671457905544
502,"Y",37,39,14,"M","BCR","PVE","F",630.7692308,2008-01-01,2008-01-09,2003-01-08,63274.61015,15.5263518138261
507,"Y",52,54,14,"M","HGH","PVE","F",775.1041538,1963-08-09,2003-06-16,2003-06-16,32391.36915,20.0930869267625
513,"Y",46,48,12,"M","BCR","PVE","M",2769.230769,2002-04-26,2010-09-01,2004-09-17,57596.74715,12.8815879534565
514,"Y",29,31,11,"S","BCR","PVE","M",740.3452308,1997-12-12,2015-01-22,2005-08-02,37539.88185,8.49007529089665
517,"Y",42,44,9,"M","HGH","PVE","M",223.6280769,2008-01-23,2011-06-20,2007-09-12,28679.39908,12.082135523614
519,"Y",40,42,10,"M","BCR","PVE","F",1634.044385,2001-01-01,2007-01-08,2007-01-09,45755.03354,16.5284052019165
523,"Y",47,49,9,"M","BCR","PVE","M",807.7153846,1968-04-04,2007-11-03,2008-04-22,16365.28338,15.709787816564
525,"Y",31,33,9,"M","BCR","STE","F",284.6153846,2007-09-11,2004-11-15,2008-02-26,15063.02523,18.6748802190281
529,"Y",51,52,14,"M","BCR","PVE","M",1230.769231,1966-01-01,2005-09-01,2002-09-27,52385.03346,17.8809034907598
533,"Y",35,37,4,"M","PRS","SFE","M",276.9230769,2015-03-01,2012-12-04,2012-12-24,18447.896,10.6228610540726
536,"Y",56,58,13,"W","BCR","PVE","M",1165.407692,2005-09-15,2002-03-10,2003-07-14,48134.15392,21.3607118412047
542,"Y",59,61,9,"W","HGH","OTH","F",202.3513846,2006-08-03,9999-10-01,2007-07-23,5551.887154,15.8110882956879
549,"Y",62,64,13,"M","HGH","RET","M",264.9677692,2004-09-27,2005-01-01,2004-06-01,5684.797923,18.5462012320329
555,"Y",57,59,11,"M","BCR","STE","F",639.9062308,2005-10-20,1998-11-02,2005-11-23,18310.82615,24.7118412046543
556,"Y",43,45,12,"S","BCR","PVE","M",1389.592308,1980-08-30,2007-02-01,2005-06-29,27013.97415,16.4626967830253
574,"Y",37,39,12,"D","BCR","PVE","F",338.7923077,2010-08-20,2009-02-01,2005-06-25,29821.54662,14.4613278576318
579,"Y",41,42,9,"M","BCR","PVE","M",1413.222538,1993-06-01,2013-03-01,2008-03-25,27002.70008,10.3846680355921
585,"Y",35,37,7,"M","BCR","PVE","F",946.1538462,1980-12-28,2015-01-01,2010-06-08,30269.69531,8.54757015742642
586,"Y",53,55,1,"W","BCR","STE","F",374.4461538,2005-09-01,2006-01-23,2015-10-05,26705.94592,17.4866529774127
588,"Y",27,29,1,"S","BCR","PVE","M",493.7538462,1988-11-15,2014-12-23,2015-10-01,18182.65238,8.57221081451061
592,"Y",33,34,11,"M","BCR","OTH","M",1097.679231,2010-09-01,9999-10-01,2005-08-17,38266.13023,15.8110882956879
595,"Y",36,37,1,"D","BCR","PVE","M",25741.92,2014-10-04,2012-12-06,2015-09-21,78483.38338,10.6173853524983
600,"Y",39,40,10,"M","BCR","PVE","F",930.9208462,2005-04-01,2006-07-24,2006-07-24,49318.48915,16.9883641341547
609,"Y",46,48,11,"S","BCR","STE","F",356.9516923,2005-04-18,1992-09-01,2005-09-26,25869.89385,30.880219028063
610,"Y",33,35,11,"M","BCR","PVE","F",831.6582308,1982-11-17,2009-03-01,2005-11-24,26359.96492,14.3846680355921
612,"Y",42,43,9,"M","PHD","STE","F",1050.769231,1974-02-19,2004-01-01,2008-06-20,17283.47508,19.5482546201232
616,"Y",42,44,1,"M","BCR","STE","M",785.352,2007-07-17,2004-08-01,2015-07-27,19948.34069,18.9650924024641
620,"Y",42,43,11,"M","HGH","PVE","F",463.5230769,2015-11-02,2009-05-01,2005-09-07,31292.10092,14.217659137577
623,"Y",33,35,1,"M","HGH","STE","F",254.1391538,2016-01-01,2010-07-01,2015-10-06,22212.693,13.0513347022587
624,"Y",47,48,4,"M","BCR","PVE","M",1100.311231,2000-05-01,1995-03-06,2012-12-04,31118.51831,28.37234770705
625,"Y",39,40,13,"M","MAS","PVE","M",3057.874385,2011-12-15,2004-06-01,2004-06-02,113174.6798,19.1321013004791
626,"Y",44,45,14,"M","HGH","PVE","M",3623.176923,2007-05-01,1994-11-01,2003-01-10,63488.58046,28.7145790554415
633,"Y",45,46,11,"M","HGH","PVE","M",393.6163846,1971-03-01,1991-04-01,2005-08-29,24066.19592,32.3011635865845
641,"Y",47,48,1,"M","HGH","PVE","M",219.9783077,2014-09-10,2000-02-01,2015-10-28,28003.21131,23.4633812457221
647,"Y",55,57,12,"M","BCR","STE","F",874.4060769,1996-10-18,1987-04-05,2005-05-28,13623.81092,36.290212183436
659,"Y",55,56,13,"M","BCR","PVE","M",162.9586923,1998-12-14,2007-10-30,2003-10-01,11545.20585,15.7207392197125
662,"Y",38,40,13,"M","HGH","PVE","M",2022.638462,1988-06-02,2009-03-01,2003-07-07,29742.56192,14.3846680355921
666,"Y",41,42,9,"M","BCR","PVE","M",949.6538462,2011-11-07,2011-10-01,2007-08-10,18538.60954,11.8001368925394
667,"Y",22,23,2,"S","HGH","PVE","M",207.9461538,2014-01-01,2016-04-10,2014-12-26,10387.341,7.27446954140999
668,"Y",48,49,12,"D","HGH","STE","F",432.5195385,1988-03-01,2004-05-19,2004-07-13,27481.58231,19.1676933607118
669,"Y",36,38,13,"S","HGH","PVE","M",787.6230769,2012-02-01,2007-08-13,2004-06-08,41027.11908,15.9342915811088
670,"Y",31,33,9,"S","MAS","PVE","M",720.3076923,2014-02-01,2009-12-15,2008-02-05,41548.77646,13.5934291581109
672,"Y",36,37,9,"M","BCR","PVE","F",599.832,2007-06-20,2008-03-05,2008-03-10,69797.336,15.3730321697467
673,"Y",38,39,11,"S","BCR","SFE","F",400.275,2011-11-02,2013-12-04,2005-11-04,187940.6455,9.62354551676934
677,"Y",30,31,2,"M","BCR","PVE","F",480.4772308,2011-10-07,2014-05-01,2015-04-27,31116.95508,9.21834360027379
680,"Y",26,27,2,"S","BCR","PVE","F",657.1384615,2015-01-01,2015-02-01,2014-12-25,10751.60677,8.46269678302533
682,"Y",36,37,12,"M","BCR","PVE","F",632.4769231,1980-04-06,2005-04-05,2005-02-09,55931.08538,18.2888432580424
685,"Y",39,41,12,"M","BCR","STE","F",451.1891538,2007-05-17,2006-11-16,2004-12-27,51920.90223,16.6735112936345
689,"Y",35,36,9,"S","BCR","PVE","M",573.0307692,2010-10-05,2007-09-20,2007-09-26,41006.84477,15.8302532511978
690,"Y",33,34,9,"S","BCR","PVE","F",687.4929231,2007-06-01,2008-03-03,2007-08-08,20848.90123,15.378507871321
691,"Y",37,39,9,"D","BCR","PVE","M",1080.047385,2015-12-01,2008-01-01,2008-01-03,49338.20454,15.5482546201232
692,"Y",29,31,10,"S","BCR","PVE","M",1745.261538,2014-01-01,2013-03-01,2007-06-05,62758.08769,10.3846680355921
693,"Y",33,34,8,"M","HGH","PVE","M",484.8692308,2003-01-01,2010-09-01,2009-02-20,22799.14308,12.8815879534565
694,"Y",63,64,13,"M","BCR","RET","F",462.3871538,1989-09-01,9999-10-01,2003-12-12,15537.60631,15.8110882956879
697,"Y",37,38,10,"S","MAS","PVE","F",2008.284615,2010-03-01,2008-08-18,2006-12-23,21293.28869,14.9185489390828
698,"Y",43,44,13,"M","BCR","PVE","M",1799.184615,2012-01-01,2004-04-05,2004-04-08,61169.46838,19.2881587953457
700,"Y",41,42,15,"M","BCR","SFE","M",2083.333308,1975-08-24,2008-03-01,2002-02-09,93496.81223,15.3839835728953
701,"Y",45,46,10,"M","MAS","STE","M",741.4307692,2010-12-01,2014-10-01,2007-03-17,66068.43585,8.79945242984257
702,"Y",48,49,11,"M","HGH","PVE","F",448.4909231,1996-01-01,2005-10-03,2005-10-15,8506.325615,17.7932922655715
704,"Y",53,55,13,"M","PHD","STE","M",1050.653846,2008-11-03,1987-01-01,2003-11-28,42307.85731,36.5475701574264
705,"Y",45,47,14,"M","BCR","STE","M",810.6923077,2015-04-01,2005-11-01,2002-10-29,36877.34608,17.7138945927447
708,"Y",42,43,15,"M","MAS","PVE","F",1453.490077,2004-09-01,2003-03-01,2001-11-15,66554.76477,20.3860369609856
709,"Y",33,34,8,"S","PHD","STE","M",920.4846154,1992-06-20,2009-02-02,2008-11-24,37482.10938,14.4585900068446
711,"Y",43,45,6,"M","HGH","STE","M",326.9692308,2015-04-01,1999-02-01,2010-11-24,18516.31715,24.4626967830253
713,"Y",38,40,12,"M","BCR","PVE","F",2831.087154,1977-12-14,2006-05-15,2005-04-25,54496.88285,17.1800136892539
714,"Y",53,54,13,"W","BCR","STE","F",581.3351538,2004-01-01,1990-10-08,2004-03-17,36707.82777,32.7802874743326
718,"Y",34,35,12,"M","HGH","PVE","M",536.0496154,1983-05-01,2009-03-04,2005-05-17,18581.10038,14.3764544832307
720,"Y",50,51,11,"M","BCR","PVE","M",656.9923077,1966-02-21,1994-07-20,2005-10-25,25355.97677,28.9993155373032
722,"Y",51,53,11,"M","BCR","SFE","F",505.1410769,1996-06-01,2011-01-26,2005-08-31,32422.69969,12.4791238877481
